u1,purchase,item 70
u1,purchase,item 71
u1,purchase,item 72
u1,purchase,item 73
u1,purchase,item 74
u1,purchase,item 75
u1,purchase,item 76
u1,purchase,item 77
u1,purchase,item 78
u1,purchase,item 79
u1,purchase,item 80
u1,purchase,item 81
u1,purchase,item 82
u1,purchase,item 83
u1,purchase,item 84
u1,purchase,item 85
u1,purchase,item 86
u1,purchase,item 87
u1,purchase,item 88
u1,purchase,item 89
u1,purchase,item 90
u1,purchase,item 91
u1,purchase,item 92
u1,purchase,item 93
u1,purchase,item 94
u1,purchase,item 95
u1,purchase,item 96
u1,purchase,item 97
u1,purchase,item 98
u1,purchase,item 99
u1,purchase,item 100
u1,purchase,item 101
u1,purchase,item 102
u1,purchase,item 103
u1,purchase,item 104
u1,purchase,item 105
u1,purchase,item 106
u1,purchase,item 107
u1,purchase,item 108
u1,purchase,item 109
u1,purchase,item 110
u1,purchase,item 111
u1,purchase,item 112
u1,purchase,item 113
u1,purchase,item 114
u1,purchase,item 115
u1,purchase,item 116
u1,purchase,item 117
u1,purchase,item 118
u1,purchase,item 119
u1,purchase,item 120
u1,purchase,item 121
u1,purchase,item 122
u1,purchase,item 123
u1,purchase,item 124
u1,purchase,item 125
u1,purchase,item 126
u1,purchase,item 127
u1,purchase,item 128
u1,purchase,item 129
